In	Amp	Phase
1.706959520944684172e-01	1.768015007737327693e+01	2.262197529105548721e+00
1.709319638620917514e-01	1.767247501906749463e+01	2.261675581088783193e+00
1.711683019500160885e-01	1.766480474452936278e+01	2.261153181310288307e+00
1.714049668094262124e-01	1.765713925994475630e+01	2.260630329465838528e+00
1.716419588921307970e-01	1.764947857150634647e+01	2.260107025251658630e+00
1.718792786505632941e-01	1.764182268541357246e+01	2.259583268364427244e+00
1.721169265377826829e-01	1.763417160787265203e+01	2.259059058501279971e+00
1.723549030074742194e-01	1.762652534509658864e+01	2.258534395359811597e+00
1.725932085139506578e-01	1.761888390330515719e+01	2.258009278638081430e+00
1.728318435121527219e-01	1.761124728872489342e+01	2.257483708034614622e+00
1.730708084576502992e-01	1.760361550758911520e+01	2.256957683248405289e+00
1.733101038066429955e-01	1.759598856613790829e+01	2.256431203978922717e+00
1.735497300159614398e-01	1.758836647061810510e+01	2.255904269926110484e+00
1.737896875430675891e-01	1.758074922728332012e+01	2.255376880790393113e+00
1.740299768460562002e-01	1.757313684239391449e+01	2.254849036272678298e+00
1.742705983836551342e-01	1.756552932221700658e+01	2.254320736074359566e+00
1.745115526152267726e-01	1.755792667302647203e+01	2.253791979897319386e+00
1.747528400007683780e-01	1.755032890110293664e+01	2.253262767443934944e+00
1.749944610009134538e-01	1.754273601273376215e+01	2.252733098417078583e+00
1.752364160769322998e-01	1.753514801421307467e+01	2.252202972520122692e+00
1.754787056907329557e-01	1.752756491184172916e+01	2.251672389456943257e+00
1.757213303048620889e-01	1.751998671192731649e+01	2.251141348931921637e+00
1.759642903825059945e-01	1.751241342078417063e+01	2.250609850649950339e+00
1.762075863874914272e-01	1.750484504473335079e+01	2.250077894316433902e+00
1.764512187842863233e-01	1.749728159010264861e+01	2.249545479637295120e+00
1.766951880380008277e-01	1.748972306322658454e+01	2.249012606318975926e+00
1.769394946143882097e-01	1.748216947044639369e+01	2.248479274068441391e+00
1.771841389798458066e-01	1.747462081811002932e+01	2.247945482593184163e+00
1.774291216014156347e-01	1.746707711257216999e+01	2.247411231601228465e+00
1.776744429467854991e-01	1.745953836019419469e+01	2.246876520801130095e+00
1.779201034842899654e-01	1.745200456734419703e+01	2.246341349901983975e+00
1.781661036829110811e-01	1.744447574039696391e+01	2.245805718613425483e+00
1.784124440122793198e-01	1.743695188573400401e+01	2.245269626645634453e+00
1.786591249426743855e-01	1.742943300974349796e+01	2.244733073709337834e+00
1.789061469450264064e-01	1.742191911882033750e+01	2.244196059515814579e+00
1.791535104909165732e-01	1.741441021936608990e+01	2.243658583776899196e+00
1.794012160525779720e-01	1.740690631778901931e+01	2.243120646204983526e+00
1.796492641028968051e-01	1.739940742050405476e+01	2.242582246513022071e+00
1.798976551154129744e-01	1.739191353393282213e+01	2.242043384414534213e+00
1.801463895643212187e-01	1.738442466450359802e+01	2.241504059623609102e+00
1.803954679244718640e-01	1.737694081865134166e+01	2.240964271854908318e+00
1.806448906713717939e-01	1.736946200281767005e+01	2.240424020823669427e+00
1.808946582811852832e-01	1.736198822345087223e+01	2.239883306245709971e+00
1.811447712307351077e-01	1.735451948700586655e+01	2.239342127837431473e+00
1.813952299975032934e-01	1.734705579994423985e+01	2.238800485315821209e+00
1.816460350596319218e-01	1.733959716873422252e+01	2.238258378398458870e+00
1.818971868959242677e-01	1.733214359985068498e+01	2.237715806803517005e+00
1.821486859858456320e-01	1.732469509977513411e+01	2.237172770249766796e+00
1.824005328095242850e-01	1.731725167499570261e+01	2.236629268456580721e+00
1.826527278477522442e-01	1.730981333200716321e+01	2.236085301143936999e+00
1.829052715819862729e-01	1.730238007731089311e+01	2.235540868032422246e+00
1.831581644943489628e-01	1.729495191741490245e+01	2.234995968843235481e+00
1.834114070676294561e-01	1.728752885883380586e+01	2.234450603298193005e+00
1.836649997852843330e-01	1.728011090808881889e+01	2.233904771119730182e+00
1.839189431314386391e-01	1.727269807170777227e+01	2.233358472030905872e+00
1.841732375908868846e-01	1.726529035622508346e+01	2.232811705755408216e+00
1.844278836490938767e-01	1.725788776818175663e+01	2.232264472017554180e+00
1.846828817921955523e-01	1.725049031412539691e+01	2.231716770542296668e+00
1.849382325070000055e-01	1.724309800061017839e+01	2.231168601055227629e+00
1.851939362809884859e-01	1.723571083419685124e+01	2.230619963282580720e+00
1.854499936023162876e-01	1.722832882145272748e+01	2.230070856951236191e+00
1.857064049598134703e-01	1.722095196895169877e+01	2.229521281788723996e+00
1.859631708429862196e-01	1.721358028327420797e+01	2.228971237523228233e+00
1.862202917420172910e-01	1.720621377100724203e+01	2.228420723883589361e+00
1.864777681477673421e-01	1.719885243874434622e+01	2.227869740599311310e+00
1.867356005517757378e-01	1.719149629308558502e+01	2.227318287400561481e+00
1.869937894462613270e-01	1.718414534063758836e+01	2.226766364018176514e+00
1.872523353241235811e-01	1.717679958801348405e+01	2.226213970183666291e+00
1.875112386789435370e-01	1.716945904183294402e+01	2.225661105629217484e+00
1.877705000049846862e-01	1.716212370872214166e+01	2.225107770087696668e+00
1.880301197971938065e-01	1.715479359531376247e+01	2.224553963292655645e+00
1.882900985512019898e-01	1.714746870824700409e+01	2.223999684978334113e+00
1.885504367633257794e-01	1.714014905416754786e+01	2.223444934879663659e+00
1.888111349305678921e-01	1.713283463972757303e+01	2.222889712732271761e+00
1.890721935506181062e-01	1.712552547158573191e+01	2.222334018272487111e+00
1.893336131218543716e-01	1.711822155640717824e+01	2.221777851237341839e+00
1.895953941433438095e-01	1.711092290086350687e+01	2.221221211364575066e+00
1.898575371148435720e-01	1.710362951163278922e+01	2.220664098392638230e+00
1.901200425368016478e-01	1.709634139539955555e+01	2.220106512060698645e+00
1.903829109103580552e-01	1.708905855885478431e+01	2.219548452108643488e+00
1.906461427373457307e-01	1.708178100869589144e+01	2.218989918277082918e+00
1.909097385202915553e-01	1.707450875162673043e+01	2.218430910307354953e+00
1.911736987624169937e-01	1.706724179435758515e+01	2.217871427941529472e+00
1.914380239676394257e-01	1.705998014360515924e+01	2.217311470922411765e+00
1.917027146405730076e-01	1.705272380609256544e+01	2.216751038993546974e+00
1.919677712865295593e-01	1.704547278854933623e+01	2.216190131899223648e+00
1.922331944115195645e-01	1.703822709771138477e+01	2.215628749384477736e+00
1.924989845222530305e-01	1.703098674032102977e+01	2.215066891195097476e+00
1.927651421261407372e-01	1.702375172312696705e+01	2.214504557077626057e+00
1.930316677312949591e-01	1.701652205288426600e+01	2.213941746779366948e+00
1.932985618465305477e-01	1.700929773635437670e+01	2.213378460048387897e+00
1.935658249813658194e-01	1.700207878030509079e+01	2.212814696633523592e+00
1.938334576460234993e-01	1.699486519151056996e+01	2.212250456284381439e+00
1.941014603514318870e-01	1.698765697675130681e+01	2.211685738751344665e+00
1.943698336092257728e-01	1.698045414281413912e+01	2.211120543785576320e+00
1.946385779317471865e-01	1.697325669649222490e+01	2.210554871139024602e+00
1.949076938320465913e-01	1.696606464458505314e+01	2.209988720564425080e+00
1.951771818238838552e-01	1.695887799389841177e+01	2.209422091815307798e+00
1.954470424217292779e-01	1.695169675124440190e+01	2.208854984645996833e+00
1.957172761407643125e-01	1.694452092344141647e+01	2.208287398811619173e+00
1.959878834968827588e-01	1.693735051731413321e+01	2.207719334068106054e+00
1.962588650066918461e-01	1.693018553969350393e+01	2.207150790172198285e+00
1.965302211875130101e-01	1.692302599741675806e+01	2.206581766881448914e+00
1.968019525573829198e-01	1.691587189732738139e+01	2.206012263954230335e+00
1.970740596350544771e-01	1.690872324627510181e+01	2.205442281149734729e+00
1.973465429399979820e-01	1.690158005111590711e+01	2.204871818227981617e+00
1.976194029924018825e-01	1.689444231871200586e+01	2.204300874949820965e+00
1.978926403131738565e-01	1.688731005593182743e+01	2.203729451076935408e+00
1.981662554239417562e-01	1.688018326965002913e+01	2.203157546371847797e+00
1.984402488470548009e-01	1.687306196674746772e+01	2.202585160597922975e+00
1.987146211055843825e-01	1.686594615411118880e+01	2.202012293519373554e+00
1.989893727233250642e-01	1.685883583863443036e+01	2.201438944901263461e+00
1.992645042247955800e-01	1.685173102721662275e+01	2.200865114509511944e+00
1.995400161352400281e-01	1.684463172676333542e+01	2.200290802110898003e+00
1.998159089806286759e-01	1.683753794418631955e+01	2.199716007473065726e+00
2.000921832876590700e-01	1.683044968640345118e+01	2.199140730364526952e+00
2.003688395837568692e-01	1.682336696033877388e+01	2.198564970554666598e+00
2.006458783970769821e-01	1.681628977292243832e+01	2.197988727813747101e+00
2.009233002565046777e-01	1.680921813109072360e+01	2.197412001912912416e+00
2.012011056916565288e-01	1.680215204178600530e+01	2.196834792624191568e+00
2.014792952328811892e-01	1.679509151195676964e+01	2.196257099720504424e+00
2.017578694112606430e-01	1.678803654855758509e+01	2.195678922975665248e+00
2.020368287586112865e-01	1.678098715854910594e+01	2.195100262164388027e+00
2.023161738074848170e-01	1.677394334889803318e+01	2.194521117062287807e+00
2.025959050911691484e-01	1.676690512657714649e+01	2.193941487445890459e+00
2.028760231436895489e-01	1.675987249856526162e+01	2.193361373092630906e+00
2.031565284998097243e-01	1.675284547184722328e+01	2.192780773780862003e+00
2.034374216950328718e-01	1.674582405341391578e+01	2.192199689289858089e+00
2.037187032656023744e-01	1.673880825026221686e+01	2.191618119399817655e+00
2.040003737485031055e-01	1.673179806939502967e+01	2.191036063891869556e+00
2.042824336814624830e-01	1.672479351782123658e+01	2.190453522548076570e+00
2.045648836029514694e-01	1.671779460255569205e+01	2.189870495151439833e+00
2.048477240521853482e-01	1.671080133061922979e+01	2.189286981485904171e+00
2.051309555691250008e-01	1.670381370903864848e+01	2.188702981336361653e+00
2.054145786944779617e-01	1.669683174484667987e+01	2.188118494488656918e+00
2.056985939696993893e-01	1.668985544508199226e+01	2.187533520729589398e+00
2.059830019369929821e-01	1.668288481678918345e+01	2.186948059846922199e+00
2.062678031393121170e-01	1.667591986701876294e+01	2.186362111629381211e+00
2.065529981203609311e-01	1.666896060282712710e+01	2.185775675866663992e+00
2.068385874245953215e-01	1.666200703127657690e+01	2.185188752349442431e+00
2.071245715972239998e-01	1.665505915943528237e+01	2.184601340869367192e+00
2.074109511842094078e-01	1.664811699437727555e+01	2.184013441219072593e+00
2.076977267322688836e-01	1.664118054318244333e+01	2.183425053192181053e+00
2.079848987888757161e-01	1.663424981293650973e+01	2.182836176583307530e+00
2.082724679022602554e-01	1.662732481073102875e+01	2.182246811188064406e+00
2.085604346214106342e-01	1.662040554366336664e+01	2.181656956803066372e+00
2.088487994960741556e-01	1.661349201883669480e+01	2.181066613225933537e+00
2.091375630767582372e-01	1.660658424335997552e+01	2.180475780255298535e+00
2.094267259147315485e-01	1.659968222434794072e+01	2.179884457690807409e+00
2.097162885620247885e-01	1.659278596892109903e+01	2.179292645333128053e+00
2.100062515714319344e-01	1.658589548420570026e+01	2.178700342983953320e+00
2.102966154965113799e-01	1.657901077733373185e+01	2.178107550446004126e+00
2.105873808915869339e-01	1.657213185544292244e+01	2.177514267523036118e+00
2.108785483117487092e-01	1.656525872567669211e+01	2.176920494019844554e+00
2.111701183128542603e-01	1.655839139518417724e+01	2.176326229742266971e+00
2.114620914515298877e-01	1.655152987112018437e+01	2.175731474497188955e+00
2.117544682851714433e-01	1.654467416064520791e+01	2.175136228092549029e+00
2.120472493719454121e-01	1.653782427092539820e+01	2.174540490337343090e+00
2.123404352707899401e-01	1.653098020913253663e+01	2.173944261041629744e+00
2.126340265414161657e-01	1.652414198244405696e+01	2.173347540016532520e+00
2.129280237443090806e-01	1.651730959804299914e+01	2.172750327074247867e+00
2.132224274407285014e-01	1.651048306311800573e+01	2.172152622028048263e+00
2.135172381927103458e-01	1.650366238486330772e+01	2.171554424692286211e+00
2.138124565630676321e-01	1.649684757047872452e+01	2.170955734882400900e+00
2.141080831153915620e-01	1.649003862716962487e+01	2.170356552414920426e+00
2.144041184140526024e-01	1.648323556214693753e+01	2.169756877107469339e+00
2.147005630242014573e-01	1.647643838262710503e+01	2.169156708778770426e+00
2.149974175117702335e-01	1.646964709583210862e+01	2.168556047248652696e+00
2.152946824434736062e-01	1.646286170898942203e+01	2.167954892338053163e+00
2.155923583868098459e-01	1.645608222933200437e+01	2.167353243869023505e+00
2.158904459100617623e-01	1.644930866409830728e+01	2.166751101664733614e+00
2.161889455822978423e-01	1.644254102053222155e+01	2.166148465549477820e+00
2.164878579733735542e-01	1.643577930588310210e+01	2.165545335348678879e+00
2.167871836539322639e-01	1.642902352740571104e+01	2.164941710888891979e+00
2.170869231954062339e-01	1.642227369236024970e+01	2.164337591997810506e+00
2.173870771700178173e-01	1.641552980801229822e+01	2.163732978504271376e+00
2.176876461507805949e-01	1.640879188163283331e+01	2.163127870238258588e+00
2.179886307115004862e-01	1.640205992049819983e+01	2.162522267030908552e+00
2.182900314267766650e-01	1.639533393189007882e+01	2.161916168714514974e+00
2.185918488720027530e-01	1.638861392309551235e+01	2.161309575122534632e+00
2.188940836233680687e-01	1.638189990140685381e+01	2.160702486089590035e+00
2.191967362578585432e-01	1.637519187412175370e+01	2.160094901451476979e+00
2.194998073532578031e-01	1.636848984854316669e+01	2.159486821045166760e+00
2.198032974881483914e-01	1.636179383197930903e+01	2.158878244708812844e+00
2.201072072419128223e-01	1.635510383174366922e+01	2.158269172281754855e+00
2.204115371947347746e-01	1.634841985515495821e+01	2.157659603604525245e+00
2.207162879276000078e-01	1.634174190953712724e+01	2.157049538518850618e+00
2.210214600222975001e-01	1.633507000221933225e+01	2.156438976867660173e+00
2.213270540614208637e-01	1.632840414053591260e+01	2.155827918495089257e+00
2.216330706283690943e-01	1.632174433182638751e+01	2.155216363246484246e+00
2.219395103073477926e-01	1.631509058343544183e+01	2.154604310968406100e+00
2.222463736833704129e-01	1.630844290271289765e+01	2.153991761508638358e+00
2.225536613422591237e-01	1.630180129701370007e+01	2.153378714716190245e+00
2.228613738706462233e-01	1.629516577369789587e+01	2.152765170441300668e+00
2.231695118559751112e-01	1.628853634013063001e+01	2.152151128535444879e+00
2.234780758865013151e-01	1.628191300368212424e+01	2.151536588851339804e+00
2.237870665512936841e-01	1.627529577172764519e+01	2.150921551242946705e+00
2.240964844402356659e-01	1.626868465164750432e+01	2.150306015565477846e+00
2.244063301440263059e-01	1.626207965082702955e+01	2.149689981675400929e+00
2.247166042541812736e-01	1.625548077665655811e+01	2.149073449430444871e+00
2.250273073630341125e-01	1.624888803653140101e+01	2.148456418689603797e+00
2.253384400637373775e-01	1.624230143785185021e+01	2.147838889313143262e+00
2.256500029502638560e-01	1.623572098802313590e+01	2.147220861162602024e+00
2.259619966174074013e-01	1.622914669445542302e+01	2.146602334100802700e+00
2.262744216607842918e-01	1.622257856456379699e+01	2.145983307991851330e+00
2.265872786768344249e-01	1.621601660576821757e+01	2.145363782701145805e+00
2.269005682628223441e-01	1.620946082549353306e+01	2.144743758095378094e+00
2.272142910168383489e-01	1.620291123116946252e+01	2.144123234042542681e+00
2.275284475377996052e-01	1.619636783023053184e+01	2.143502210411939668e+00
2.278430384254515328e-01	1.618983063011611634e+01	2.142880687074179225e+00
2.281580642803687775e-01	1.618329963827037687e+01	2.142258663901187354e+00
2.284735257039562373e-01	1.617677486214225979e+01	2.141636140766211227e+00
2.287894232984503673e-01	1.617025630918547208e+01	2.141013117543824507e+00
